title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Take What You Can Carry,The Maine,313,125.081077576,A#,major,0.826788306236,180.899017334,0.753,0.0336,0.0443,0.0321,0.0232,0.644,-3.463,0.636,-3.463,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
I’m a Train,Albert Hammond,337,101.540916443,G#,major,0.817159116268,199.262039185,0.553,0.0287,0.553,0,0.129,0.692,-10.977,0.857,-10.977,bright,tonal,voice,sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Tell Me Why (The Riddle) (club mix),Paul van Dyk | Saint Etienne,674,137.730529785,E,major,0.892119288445,294.164886475,0.951,0.0334,0.000162,0.596,0.0539,0.664,-5.312,0.711,-5.312,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Baguette Dilemma for the Booker Prize Guy,Half Man Half Biscuit,256,85.8047332764,D,minor,0.960247337818,180.610610962,0.945,0.142,0.109,0.000106,0.316,0.327,-5.13,0.486,-5.13,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
That’s the Way (I Like It),KC and the Sunshine Band,335,110.155479431,C,minor,0.96434122324,183.298324585,0.877,0.0353,0.191,0.000656,0.349,0.68,-10.241,0.922,-10.241,dark,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Death Star (Tom Piper & Rob Pix remix),Moby | Darth & Vader,524,128.014678955,E,major,0.921103417873,248.006530762,0.992,0.12,0.0231,0.894,0.0585,0.685,-3.126,0.186,-3.126,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
I Got It,Charli XCX | Brooke Candy | CupcakKe | Pabllo Vittar,484,142.137466431,E,minor,0.439607709646,231.57333374,0.598,0.294,0.219,0,0.177,0.829,-6.18,0.651,-6.18,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Open Your Eyes,Asia,1013,143.455001831,A#,minor,0.887548267841,416.546661377,0.677,0.0529,0.572,0.000165,0.266,0.248,-10.21,0.224,-10.21,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Do You Believe in the Westworld?,Theatre of Hate,480,114.016563416,E,major,0.936360001564,250.174697876,0.815,0.0413,0.000329,0.364,0.168,0.403,-8.633,0.557,-8.633,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
The Unknown,Imagine Dragons,410,119.994827271,F,major,0.805974006653,204.773880005,0.766,0.0894,0.0255,0.000808,0.0931,0.426,-8.13,0.345,-8.13,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Baby (You’ve Got What It Takes),Brook Benton,366,132.596679688,D#,major,0.847964167595,166.582855225,0.596,0.0627,0.852,0.00203,0.653,0.67,-9.347,0.813,-9.347,bright,atonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Perfumed Garden,The Chameleons,590,131.977233887,E,major,0.950756847858,276.741210938,0.798,0.0399,0.000791,0.000604,0.243,0.322,-5.581,0.573,-5.581,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Overjoyed,Bastille,590,172.265991211,F,major,0.807573378086,230.37387085,0.719,0.0486,0.222,0.000573,0.12,0.433,-5.586,0.0793,-5.586,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cherry Pie,Warrant,281,88.8086166382,D,major,0.941912174225,190.813339233,0.946,0.145,0.0372,0,0.352,0.472,-4.591,0.486,-4.591,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Something Stupid,Nancy Sinatra | Frank Sinatra,271,104.656654358,E,major,0.67996442318,155.219589233,0.376,0.0264,0.28,0.608,0.0827,0.51,-10.84,0.406,-10.84,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
After the Lights Go Down Low,Lou Rawls,224,86.621711731,A#,major,0.712908089161,155.875549316,0.26,0.0398,0.747,1.69e-06,0.143,0.562,-15.293,0.528,-15.293,bright,atonal,voice,sad,relaxed,party,happy,not_electronic,not_aggressive,acoustic
Shake Your Body (Down to the Ground),The Jackson 5,442,117.461700439,C,major,0.900210678577,226.821228027,0.499,0.0362,0.685,0.956,0.114,0.626,-10.037,0.483,-10.037,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Over the Falls,John Powell | Milton Nascimento,469,148.03074646,E,minor,0.00178551115096,219.376327515,0.156,0.0472,0.779,0.104,0.091,0.208,-17.946,0.0397,-17.946,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Keep on Dreaming,Big Country,562,140.913864136,G,major,0.910377442837,240.692245483,0.812,0.0339,0.0343,3.25e-06,0.0911,0.623,-9.122,0.74,-9.122,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Vacation,The Go‐Go’s,472,155.920852661,E,major,0.935934722424,181.864486694,0.753,0.0296,0.0023,0.00347,0.162,0.547,-10.834,0.881,-10.834,bright,tonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Ruby,Ray Charles,442,114.563095093,C,major,0.325665742159,233.854278564,0.125,0.0306,0.96,0.000312,0.104,0.254,-21.284,0.199,-21.284,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Revolution,The Cult,463,108.332359314,C,major,0.944240748882,257.160003662,0.633,0.0248,4.57e-05,0.00168,0.192,0.601,-7.966,0.375,-7.966,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Waiting for You (Party On),Jota Quest,310,128.134429932,C,major,0.915301561356,146.259597778,0.787,0.0792,0.0544,0,0.099,0.765,-6.114,0.477,-6.114,bright,atonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Just Got Paid,ZZ Top,393,98.9006729126,A,minor,0.921683728695,228.884902954,0.687,0.0435,0.29,0.426,0.121,0.567,-10.536,0.625,-10.536,bright,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Rise'n Shine (acoustic),Extreme,837,146.113952637,F#,major,0.562526941299,361.399993896,0.29,0.0292,0.17,1.64e-05,0.248,0.363,-15.376,0.237,-15.376,bright,atonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Louisiana Blues,Climax Blues Band,810,151.809234619,D,major,0.84998935461,321.596374512,0.437,0.0301,0.00192,0.781,0.113,0.5,-10.302,0.845,-10.302,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Shake Some Action,Flamin’ Groovies,618,137.107162476,D#,major,0.983076870441,271.699584961,0.632,0.0404,0.0254,0.0332,0.237,0.495,-12.941,0.376,-12.941,dark,atonal,instrumental,not_sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
"Why (12"" version)",Carly Simon,958,184.570556641,D,major,0.0287009626627,489.717559814,0.861,0.0537,0.00576,0.00916,0.02,0.676,-8.991,0.706,-8.991,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Hey! Little Girl,Del Shannon,399,161.858322144,G#,major,0.877247393131,151.588577271,0.901,0.109,0.351,0.000113,0.0763,0.469,-7.546,0.86,-7.546,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,acoustic
Amanda,Dionne Warwick,436,137.446426392,A#,major,0.270942777395,190.589385986,0.572,0.0328,0.0926,0.000242,0.0398,0.551,-8.335,0.576,-8.335,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
You Decorated My Life,Kenny Rogers,500,172.265777588,G,major,0.775160372257,219.666671753,0.307,0.0341,0.662,0,0.101,0.264,-12.36,0.153,-12.36,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
These Dooms,Guided by Voices,208,106.591720581,E,major,0.880167663097,120.137145996,0.561,0.0288,0.507,0.0008,0.125,0.363,-3.915,0.347,-3.915,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Georgia on My Mind,Annie Lennox,463,119.992210388,C,major,0.456825196743,232.90776062,0.219,0.0331,0.81,7.56e-06,0.174,0.311,-11.159,0.053,-11.159,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Therapy,All Time Low,885,155.138259888,G#,major,0.891604542732,361.325714111,0.713,0.0327,0.0258,0,0.135,0.312,-4.489,0.196,-4.489,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
The Skyscraper Blues,Tony Bennett,927,164.801925659,G#,minor,0.453141719103,424.64654541,0.292,0.0326,0.883,0.000224,0.177,0.281,-11.285,0.194,-11.285,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Metal Thrashing Mad,Anthrax,270,97.7501602173,A,minor,0.918400883675,161.619598389,0.914,0.228,0.00019,0.426,0.285,0.187,-9.373,0.225,-9.373,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Don't Give a Damn,Eric Burdon,664,133.097564697,C,major,0.853017866611,300.434295654,0.628,0.0331,0.189,1.01e-05,0.0597,0.748,-11.529,0.962,-11.529,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
The Red Telephone,Love,524,110.470611572,D,minor,0.734564185143,286.249786377,0.258,0.0346,0.576,8.16e-05,0.11,0.471,-19.476,0.0908,-19.476,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
It Ends Tonight,The All‐American Rejects,369,87.8364334106,F,minor,0.881983458996,244.846786499,0.636,0.0273,0.00228,0,0.154,0.454,-4.731,0.313,-4.731,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
If You Intend,"10,000 Maniacs",427,142.253173828,G#,major,0.955199360847,182.334686279,0.879,0.0318,0.00656,0.00929,0.121,0.558,-7.212,0.811,-7.212,bright,tonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
ATWA,System of a Down,352,97.1473922729,F,minor,0.760014712811,210.024490356,0.787,0.0395,0.00357,0,0.552,0.376,-4.731,0.372,-4.731,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Misery (Steve Aoki remix),Good Charlotte,597,131.941497803,C#,major,0.908766031265,272.483276367,0.76,0.122,0.043,2.52e-05,0.163,0.66,-5.683,0.376,-5.683,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
What You Do to Me,Teenage Fanclub,223,114.790870667,D,major,0.956770002842,117.629386902,0.595,0.0314,0.00055,0.156,0.264,0.507,-12.754,0.785,-12.754,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
World Shut Your Mouth,Julian Cope,444,126.170852661,E,major,0.957188367844,211.513473511,0.724,0.0568,0.0202,1.61e-06,0.241,0.639,-10.143,0.733,-10.143,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
One Thing,One Direction,412,126.984367371,D,major,0.82577329874,195.372695923,0.718,0.0278,0.00233,0,0.0838,0.713,-3.806,0.656,-3.806,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
China Grove,The Doobie Brothers,474,145.324905396,E,major,0.864008069038,197.51184082,0.91,0.0384,0.319,0.000448,0.081,0.623,-8.448,0.745,-8.448,dark,tonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Sunday In Savannah,Nina Simone,316,132.893371582,G,major,0.663988113403,146.333328247,0.144,0.0829,0.846,1.96e-06,0.791,0.365,-18.212,0.182,-18.212,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
A ferro e fogo,Zezé Di Camargo & Luciano,611,163.993911743,E,major,0.9211409688,224.104492188,0.786,0.0419,0.106,0,0.373,0.604,-4.54,0.564,-4.54,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
All Right Now (single version),Free,727,110.875457764,D,minor,0.0600537694991,388.205718994,0.621,0.0964,0.392,0,0.0457,0.754,-11.369,0.767,-11.369,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Into the Hollywood Groove (The Passengerz mix),Madonna | Missy Elliott,433,116.532173157,F,minor,0.962696015835,223.895507813,0.792,0.0373,0.0285,0,0.0561,0.681,-5.829,0.598,-5.829,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Time,Supergrass,292,91.8933563232,A,major,0.943180024624,190.693878174,0.549,0.0285,0.00807,0.516,0.101,0.592,-8.403,0.624,-8.403,dark,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
"Run Rudolph, Run",Lynyrd Skynyrd,547,155.243942261,C,major,0.917866826057,213.553924561,0.897,0.0419,0.0239,5.46e-05,0.818,0.555,-6.889,0.922,-6.889,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
A Rock and a Hard Place,The Sisters of Mercy,500,132.888076782,A,minor,0.916378080845,226.089797974,0.862,0.0441,0.00377,0.234,0.747,0.56,-7.804,0.701,-7.804,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
I’m Not the One,The Cars,675,156.443344116,F,minor,0.88554507494,256.809783936,0.466,0.0308,0.176,0.000914,0.0617,0.619,-11.15,0.226,-11.15,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Love of the Common People (extended version),Paul Young,529,90.4291992188,A,major,0.464025944471,351.947753906,0.614,0.116,0.0999,0.0002,0.0859,0.782,-10.518,0.912,-10.518,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Redondo Beach,Patti Smith,490,142.449386597,B,major,0.846081316471,206.399978638,0.6,0.121,0.229,1.4e-05,0.126,0.86,-9.103,0.779,-9.103,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Lança Perfume,Rita Lee,579,126.903411865,A,major,0.900214672089,274.25088501,0.516,0.0578,0.255,0.0901,0.0748,0.827,-11.734,0.71,-11.734,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Tomorrow,Bad Religion,293,154.336517334,A,minor,0.935959160328,117.910926819,0.976,0.205,3.49e-05,6.74e-05,0.0806,0.282,-4.043,0.491,-4.043,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Stay With Me Tonight,Dave Edmunds,298,88.6248474121,A#,major,0.941340208054,202.9453125,0.899,0.0803,0.242,0,0.111,0.25,-7.002,0.773,-7.002,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
No Way Out... To Be Continued,Bruce Dickinson,902,101.553329468,A,minor,0.875825941563,452.57144165,0.691,0.0357,0.00521,0.000229,0.0988,0.566,-9.404,0.251,-9.404,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
The Sound of North America,The Beautiful South,405,98.8102340698,D,major,0.813044548035,242.106674194,0.448,0.0302,0.605,0,0.0993,0.718,-11.571,0.402,-11.571,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Laid,James,304,116.688591003,C,major,0.962924778461,158.145309448,0.965,0.0361,0.0196,0.000126,0.138,0.477,-5.735,0.642,-5.735,bright,tonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
That Was the Day,The The,580,145.076599121,D#,major,0.933984279633,240.744491577,0.16,0.0336,0.922,1.78e-05,0.121,0.672,-4.645,0.276,-4.645,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
"Move Away (12"" mix)",Culture Club,982,132.513870239,A#,major,0.932295620441,446.496520996,0.747,0.0409,0.0246,0.000873,0.074,0.668,-11.126,0.857,-11.126,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Down With the Sickness (live),Disturbed,570,90.0740585327,D#,major,0.949863255024,353.35836792,0.968,0.0845,9.63e-05,0.0501,0.982,0.455,-3.065,0.344,-3.065,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Scar,American Hi‐Fi,591,145.1771698,A#,major,0.92902547121,244.924087524,0.964,0.0875,9.83e-06,0.00362,0.125,0.427,-3.084,0.402,-3.084,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Autosexual,Be Bop Deluxe,861,147.132003784,G,major,0.836972773075,351.947753906,0.588,0.0338,0.124,0.0336,0.18,0.579,-14.206,0.747,-14.206,bright,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
I'll Sleep When I'm Dead,Warren Zevon,564,117.198165894,A,major,0.889422416687,286.872009277,0.48,0.029,0.322,0.00308,0.0498,0.66,-13.832,0.941,-13.832,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
All Around the World,Lisa Stansfield,467,101.372894287,C#,major,0.705298364162,275.330627441,0.914,0.107,0.573,2.77e-06,0.0856,0.671,-4.598,0.806,-4.598,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
I Don't Want a Lover,Texas,520,120.400367737,D,major,0.823864579201,263.026947021,0.47,0.0394,0.196,0.000487,0.126,0.756,-12.615,0.43,-12.615,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Nothing Matters,Screeching Weasel,140,91.3122024536,F,major,0.966526448727,92.2933349609,0.918,0.0555,0.0128,0.0258,0.199,0.115,-8.688,0.561,-8.688,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Who to Blame,Emile Haynie | Randy Newman,541,120.040252686,D,major,0.879240512848,272.796722412,0.812,0.0642,0.655,0.00375,0.216,0.545,-3.802,0.538,-3.802,bright,atonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
At Last,Christina Aguilera,440,172.265731812,F,major,0.611605465412,215.353469849,0.117,0.121,0.717,0.858,0.0647,0.446,-17.826,0.502,-17.826,bright,atonal,voice,sad,relaxed,party,not_happy,not_electronic,not_aggressive,acoustic
Lady-O,The Turtles,351,92.7421188354,G,major,0.220811590552,173.766525269,0.139,0.0322,0.8,0.022,0.114,0.238,-14.901,0.186,-14.901,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Wasted Rock Ranger,Great White,336,107.553436279,G,minor,0.874604046345,184.398361206,0.617,0.0338,0.053,3.84e-06,0.385,0.727,-8.389,0.631,-8.389,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Wonder What You’re Doing for the Rest of Your Life,Train | Marsha Ambrosius,460,135.970291138,E,major,0.959218978882,203.807342529,0.874,0.0397,0.0246,0.00016,0.307,0.793,-3.92,0.968,-3.92,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
God of Ocean Tides,Counting Crows,315,92.8481521606,G,major,0.44126829505,188.839187622,0.379,0.0368,0.829,2.3e-05,0.0957,0.44,-10.736,0.209,-10.736,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Don't Give'up,Oficina G3,442,92.9182052612,D,major,0.886527299881,281.155914307,0.686,0.0218,0.206,0.00429,0.335,0.668,-6.288,0.646,-6.288,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Raw Power,The Stooges,593,116.626029968,C,minor,0.90001475811,311.954284668,0.998,0.229,0.0756,1.76e-05,0.108,0.345,1.275,0.28,1.275,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Don't Sleep in the Subway,Petula Clark,433,138.700973511,G,minor,0.732587277889,188.240005493,0.486,0.0366,0.627,0,0.167,0.394,-9.742,0.427,-9.742,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
